"ucsc","hgnc_symbol","ensembl_gene_id","ensembl_transcript_id"
"uc001uor.2","SACS-AS1","ENSG00000229558","ENST00000443092"
"uc031qmw.1","GPC6-AS2","ENSG00000224394","ENST00000445540"
"uc021rli.1","RNA5SP35","ENSG00000212559","ENST00000391257"
"uc001uos.3","LINC00327","ENSG00000232977","ENST00000443778"
"uc021rlm.1","RNA5SP36","ENSG00000222129","ENST00000410197"
"uc001vmb.1","SOX21-AS1","ENSG00000227640","ENST00000438290"
"uc001uoy.3","C1QTNF9B-AS1","ENSG00000205861","ENST00000382133"
"uc009zzx.3","C1QTNF9B-AS1","ENSG00000205861","ENST00000435039"
"uc031qmx.1","CLDN10-AS1","ENSG00000223392","ENST00000416909"
"uc001vmo.4","DNAJC3-AS1","ENSG00000247400","ENST00000499499"
"uc021rhh.1","MIR2276","ENSG00000252695","ENST00000516886"
"uc031qkt.1","SPATA13-AS1","ENSG00000227213","ENST00000430733"
"uc001upk.3","LINC00566","ENSG00000261498","ENST00000561557"
"uc021rlo.1","RN7SL164P","ENSG00000242614","ENST00000482613"
"uc001upo.3","TPTE2P6","ENSG00000205822","ENST00000440905"
"uc001upn.3","TPTE2P6","ENSG00000205822","ENST00000450973"
"uc031qmy.1","LINC00359","ENSG00000243300","ENST00000606237"
"uc001upx.4","TPTE2P1","ENSG00000253771","ENST00000429698"
"uc021rls.1","RN7SKP8","ENSG00000222969","ENST00000411037"
"uc021rlt.1","MIR3170","ENSG00000263399","ENST00000582699"
"uc001vny.2","UBAC2-AS1","ENSG00000228889","ENST00000426037"
"uc001vnx.2","UBAC2-AS1","ENSG00000228889","ENST00000445737"
"uc021rlx.1","RN7SKP9","ENSG00000201793","ENST00000364923"
"uc021rmb.1","MIR623","ENSG00000207719","ENST00000384986"
"uc021rmc.1","MIR4306","ENSG00000263615","ENST00000583390"
"uc001urb.2","SNORD102","ENSG00000207500","ENST00000384769"
"uc001urc.1","SNORA27","ENSG00000207051","ENST00000384323"
"uc031qna.1","PCCA-AS1","ENSG00000234650","ENST00000451662"
"uc031qnb.1","NALCN-AS1","ENSG00000233009","ENST00000457843"
"uc021rme.1","MIR2681","ENSG00000265164","ENST00000581814"
"uc021rmf.1","MIR4705","ENSG00000264482","ENST00000577547"
"uc031qkw.1","LINC00297","ENSG00000224329","ENST00000453470"
"uc001vph.2","FGF14-IT1","ENSG00000243319","ENST00000607251"
"uc001vpg.2","FGF14-IT1","ENSG00000243319","ENST00000437115"
"uc010aav.3","LINC00544","ENSG00000122043","ENST00000400540"
"uc010aav.3","LINC00544","ENSG00000122043","ENST00000380640"
"uc021rmg.1","FGF14-AS2","ENSG00000272143","ENST00000606448"
"uc001vpx.1","METTL21EP","ENSG00000250878","ENST00000605100"
"uc021rmh.1","DAOA-AS1","ENSG00000232307","ENST00000448407"
"uc001usu.3","LINC00426","ENSG00000238121","ENST00000447147"
"uc001vqf.2","LINC00343","ENSG00000226620","ENST00000454555"
"uc021rmi.1","RNA5SP38","ENSG00000222682","ENST00000410750"
"uc001vqg.3","LINC00460","ENSG00000233532","ENST00000439790"
"uc001vqg.3","LINC00460","ENSG00000233532","ENST00000444865"
"uc031qne.1","LINC00551","ENSG00000272274","ENST00000607593"
"uc031qnf.1","LINC00443","ENSG00000230156","ENST00000421601"
"uc031qkx.1","LINC00398","ENSG00000237879","ENST00000414407"
"uc001utg.2","TEX26-AS1","ENSG00000224743","ENST00000585870"
"uc001utg.2","TEX26-AS1","ENSG00000224743","ENST00000588726"
"uc021rht.1","TEX26-AS1","ENSG00000224743","ENST00000411835"
"uc001utg.2","TEX26-AS1","ENSG00000224743","ENST00000589840"
"uc001vqm.3","FAM155A-IT1","ENSG00000227248","ENST00000449551"
"uc021rmm.1","RNA5SP39","ENSG00000223177","ENST00000411245"
"uc031qng.1","MYO16-AS1","ENSG00000236242","ENST00000439299"
"uc001utu.3","EEF1DP3","ENSG00000229715","ENST00000428783"
"uc001utv.3","EEF1DP3","ENSG00000229715","ENST00000490410"
"uc001utv.3","EEF1DP3","ENSG00000229715","ENST00000566025"
"uc001utw.3","FRY-AS1","ENSG00000237637","ENST00000428419"
"uc031qnh.1","COL4A2-AS1","ENSG00000232814","ENST00000417970"
"uc031qlb.1","LINC00423","ENSG00000226968","ENST00000421002"
"uc002ylb.4","LINC00320","ENSG00000224924","ENST00000416768"
"uc002ykz.4","LINC00320","ENSG00000224924","ENST00000437238"
"uc002yky.4","LINC00320","ENSG00000224924","ENST00000452561"
"uc002yla.4","LINC00320","ENSG00000224924","ENST00000435279"
"uc002ylc.4","LINC00320","ENSG00000224924","ENST00000419299"
"uc031qnj.1","LINC01070","ENSG00000260102","ENST00000561786"
"uc001vsk.3","ATP11A-AS1","ENSG00000232684","ENST00000446442"
"uc021wht.1","LINC00317","ENSG00000238265","ENST00000419069"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000590997"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000588966"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000590003"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000586424"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000591781"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000588660"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000592544"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000590434"
"uc031qlc.1","STARD13-AS","ENSG00000236581","ENST00000589122"
"uc010tkg.1","LINC00552","ENSG00000227208","ENST00000413535"
"uc021rmw.1","GAS6-AS2","ENSG00000272695","ENST00000608651"
"uc021whu.1","LINC00308","ENSG00000184856","ENST00000419431"
"uc021uih.1","MIR320C2","ENSG00000212051","ENST00000390762"
"uc021rib.1","RNU5A-4P","ENSG00000252397","ENST00000516588"
"uc031qnp.1","LINC00452","ENSG00000229373","ENST00000609661"
"uc001ytk.2","GOLGA6L6","ENSG00000215405","ENST00000427390"
"uc031qld.1","LINC00457","ENSG00000225179","ENST00000440160"
"uc031qnq.1","LINC00565","ENSG00000260910","ENST00000562710"
"uc021rif.1","RNU6-71P","ENSG00000207203","ENST00000384474"
"uc031qqz.1","POTEB2","ENSG00000230031","ENST00000438063"
"uc031qqz.1","POTEB2","ENSG00000230031","ENST00000454856"
"uc031qle.1","LINC00571","ENSG00000223685","ENST00000434565"
"uc021ril.1","MIR4305","ENSG00000264171","ENST00000583252"
"uc001zxe.2","SECISBP2L","ENSG00000138593","ENST00000559471"
"uc001zxd.2","SECISBP2L","ENSG00000138593","ENST00000261847"
"uc010bep.2","SECISBP2L","ENSG00000138593","ENST00000380927"
"uc010beq.2","SECISBP2L","ENSG00000138593","ENST00000559424"
"uc031qlg.1","LINC00332","ENSG00000230710","ENST00000455241"
"uc021rio.1","RN7SKP2","ENSG00000252812","ENST00000517003"
"uc001uxk.3","LINC00598","ENSG00000215483","ENST00000400430"
"uc021rin.1","LINC00598","ENSG00000215483","ENST00000400430"
"uc021rip.1","MIR320D1","ENSG00000211491","ENST00000390157"
"uc021rir.1","MIR621","ENSG00000207652","ENST00000384919"
"uc001uxp.2","TPTE2P5","ENSG00000168852","ENST00000379515"
"uc001uxq.3","TPTE2P5","ENSG00000168852","ENST00000456963"
"uc031qra.1","POTEB","ENSG00000233917","ENST00000435397"
"uc031qra.1","POTEB","ENSG00000233917","ENST00000439682"
"uc002yiq.1","TPTE","ENSG00000166157","ENST00000298232"
"uc002yip.1","TPTE","ENSG00000166157","ENST00000361285"
"uc002yir.1","TPTE","ENSG00000166157","ENST00000342420"
"uc002yis.1","TPTE","ENSG00000166157","ENST00000447568"
"uc002yis.1","TPTE","ENSG00000166157","ENST00000415664"
"uc001uxq.3","SUGT1P3","ENSG00000239827","ENST00000304932"
"uc021riu.1","RNU6-57P","ENSG00000223280","ENST00000411348"
"uc001uyh.2","OR7E37P","ENSG00000215480","ENST00000421076"
"uc031qli.1","MIR5006","ENSG00000264190","ENST00000583027"
"uc021uii.1","RN7SL97P","ENSG00000242216","ENST00000486780"
"uc002yjb.1","POTED","ENSG00000166351","ENST00000299443"
"uc001uzg.3","LINC00284","ENSG00000233725","ENST00000587571"
"uc001uzg.3","LINC00284","ENSG00000233725","ENST00000592085"
"uc010xbm.2","AQP4-AS1","ENSG00000260372","ENST00000578701"
"uc002kwb.2","AQP4-AS1","ENSG00000260372","ENST00000568797"
"uc002ksb.3","LDLRAD4","ENSG00000168675","ENST00000587905"
"uc002ksb.3","LDLRAD4","ENSG00000168675","ENST00000399848"
"uc031rhm.1","LDLRAD4","ENSG00000168675","ENST00000359446"
"uc002kse.3","LDLRAD4","ENSG00000168675","ENST00000587757"
"uc002ksg.2","LDLRAD4","ENSG00000168675","ENST00000585931"
"uc002ksf.3","LDLRAD4","ENSG00000168675","ENST00000586765"
"uc031rhp.1","LDLRAD4","ENSG00000168675","ENST00000592991"
"uc031rhm.1","LDLRAD4","ENSG00000168675","ENST00000361205"
"uc031qlj.1","SMIM2-IT1","ENSG00000235285","ENST00000415082"
"uc001uzl.3","LINC01071","ENSG00000237361","ENST00000432701"
"uc002yjm.3","LIPI","ENSG00000188992","ENST00000344577"
"uc021whj.1","LIPI","ENSG00000188992","ENST00000400211"
"uc021whf.1","LIPI","ENSG00000188992","ENST00000536861"
"uc021rjc.1","LINC00330","ENSG00000235097","ENST00000414562"
"uc001vaa.1","SNORA31","ENSG00000199477","ENST00000362607"
"uc002yjn.4","RBM11","ENSG00000185272","ENST00000468643"
"uc002yjn.4","RBM11","ENSG00000185272","ENST00000468788"
"uc002yjp.4","RBM11","ENSG00000185272","ENST00000495055"
"uc002yjo.4","RBM11","ENSG00000185272","ENST00000400577"
"uc010tzu.2","OR4M2","ENSG00000182974","ENST00000332663"
"uc010tzv.2","OR4N4","ENSG00000183706","ENST00000328795"
"uc010tfr.2","TPT1-AS1","ENSG00000170919","ENST00000517509"
"uc001vac.3","TPT1-AS1","ENSG00000170919","ENST00000524062"
"uc021rjh.1","TPT1-AS1","ENSG00000170919","ENST00000330825"
"uc021rjh.1","TPT1-AS1","ENSG00000170919","ENST00000379050"
"uc002yjt.3","HSPA13","ENSG00000155304","ENST00000285667"
"uc011abx.2","HSPA13","ENSG00000155304","ENST00000544452"
"uc010tzx.1","GOLGA6L1","ENSG00000197414","ENST00000560659"
"uc010tzx.1","GOLGA6L1","ENSG00000197414","ENST00000316397"
"uc001vau.1","CPB2-AS1","ENSG00000235903","ENST00000606243"
"uc001vav.1","CPB2-AS1","ENSG00000235903","ENST00000606991"
"uc021whx.1","RNA5SP489","ENSG00000238627","ENST00000410986"
"uc031qll.1","LINC00563","ENSG00000261097","ENST00000566370"
"uc001zxf.3","COPS2","ENSG00000166200","ENST00000388901"
"uc001zxh.3","COPS2","ENSG00000166200","ENST00000299259"
"uc010ufa.2","COPS2","ENSG00000166200","ENST00000542928"
"uc001zxf.3","COPS2","ENSG00000166200","ENST00000558843"
"uc010ufa.2","COPS2","ENSG00000166200","ENST00000561248"
"uc010gky.2","SAMSN1","ENSG00000155307","ENST00000400564"
"uc002yju.2","SAMSN1","ENSG00000155307","ENST00000400566"
"uc002yjv.1","SAMSN1","ENSG00000155307","ENST00000285670"
"uc021rjk.1","RN7SL700P","ENSG00000244521","ENST00000496982"
"uc001yur.4","TUBGCP5","ENSG00000153575","ENST00000283645"
"uc001yuq.2","TUBGCP5","ENSG00000153575","ENST00000453949"
"uc031qlm.1","MED4-AS1","ENSG00000229111","ENST00000422483"
"uc001vca.3","LINC00441","ENSG00000231473","ENST00000433480"
"uc001vca.3","LINC00441","ENSG00000231473","ENST00000436963"
"uc002yjx.2","NRIP1","ENSG00000180530","ENST00000400199"
"uc002yjx.2","NRIP1","ENSG00000180530","ENST00000400202"
"uc002yjx.2","NRIP1","ENSG00000180530","ENST00000318948"
"uc031qln.1","LINC00462","ENSG00000233610","ENST00000425350"
"uc001zmq.1","RMDN3","ENSG00000137824","ENST00000260385"
"uc001zmp.1","RMDN3","ENSG00000137824","ENST00000558777"
"uc001zmp.1","RMDN3","ENSG00000137824","ENST00000338376"
"uc001zmq.1","RMDN3","ENSG00000137824","ENST00000558232"
"uc021rjp.1","MIR3613","ENSG00000264864","ENST00000579844"
"uc001vdn.1","DLEU2","ENSG00000231607","ENST00000425586"
"uc001vdy.3","DLEU2","ENSG00000231607","ENST00000458725"
"uc001vdz.3","DLEU2","ENSG00000231607","ENST00000433070"
"uc001vdy.3","DLEU2","ENSG00000231607","ENST00000443587"
"uc001veb.2","DLEU2","ENSG00000231607","ENST00000421758"
"uc001veb.2","DLEU2","ENSG00000231607","ENST00000449579"
"uc001vea.1","DLEU2","ENSG00000231607","ENST00000607334"
"uc001vdy.3","DLEU2","ENSG00000231607","ENST00000235290"
"uc010glg.3","LINC00158","ENSG00000185433","ENST00000441013"
"uc002ylk.3","LINC00158","ENSG00000185433","ENST00000332587"
"uc001vea.1","MIR16-1","ENSG00000208006","ENST00000385271"
"uc021uin.1","RNU6-167P","ENSG00000207019","ENST00000384292"
"uc002ylm.4","MIR155HG","ENSG00000234883","ENST00000456917"
"uc021why.1","MIR155HG","ENSG00000234883","ENST00000385060"
"uc011acd.2","LINC00515","ENSG00000260583","ENST00000567517"
"uc001zmr.1","GCHFR","ENSG00000137880","ENST00000260447"
"uc001zmr.1","GCHFR","ENSG00000137880","ENST00000561160"
"uc010ucr.1","GCHFR","ENSG00000137880","ENST00000559445"
"uc001zmr.1","GCHFR","ENSG00000137880","ENST00000559932"
"uc001zmr.1","GCHFR","ENSG00000137880","ENST00000558467"
"uc001vey.3","DLEU7-AS1","ENSG00000237152","ENST00000413510"
"uc031qlp.1","RNASEH2B-AS1","ENSG00000233672","ENST00000454605"
"uc031qlp.1","RNASEH2B-AS1","ENSG00000233672","ENST00000593750"
"uc010dmc.3","WBP11P1","ENSG00000260389","ENST00000567636"
"uc010dmc.3","WBP11P1","ENSG00000260389","ENST00000562560"
"uc001zms.2","DNAJC17","ENSG00000104129","ENST00000220496"
"uc001zms.2","DNAJC17","ENSG00000104129","ENST00000560645"
"uc001zms.2","DNAJC17","ENSG00000104129","ENST00000560065"
"uc001zms.2","DNAJC17","ENSG00000104129","ENST00000561018"
"uc001zms.2","DNAJC17","ENSG00000104129","ENST00000559310"
"uc010bbz.2","DNAJC17","ENSG00000104129","ENST00000560301"
"uc002ksj.4","FAM210A","ENSG00000177150","ENST00000322247"
"uc010dlj.3","FAM210A","ENSG00000177150","ENST00000585785"
"uc010dli.3","FAM210A","ENSG00000177150","ENST00000592976"
"uc010dlh.3","FAM210A","ENSG00000177150","ENST00000591269"
"uc010dli.3","FAM210A","ENSG00000177150","ENST00000402563"
"uc001vfc.4","GUCY1B2","ENSG00000123201","ENST00000493639"
"uc001vfc.4","GUCY1B2","ENSG00000123201","ENST00000531898"
"uc001vfc.4","GUCY1B2","ENSG00000123201","ENST00000389600"
"uc001vfc.4","GUCY1B2","ENSG00000123201","ENST00000532104"
"uc001vfc.4","GUCY1B2","ENSG00000123201","ENST00000537462"
"uc002yjy.1","USP25","ENSG00000155313","ENST00000285679"
"uc010gla.1","USP25","ENSG00000155313","ENST00000351097"
"uc002yjz.1","USP25","ENSG00000155313","ENST00000285681"
"uc011aby.1","USP25","ENSG00000155313","ENST00000400183"
"uc021wic.1","MIR4759","ENSG00000266133","ENST00000584048"
"uc021rjt.1","RNA5SP29","ENSG00000222920","ENST00000410988"
"uc031qlr.1","LINC00371","ENSG00000226792","ENST00000433280"
"uc031qlq.1","LINC00371","ENSG00000226792","ENST00000569306"
"uc031qls.1","MIR5693","ENSG00000266072","ENST00000577722"
"uc002lcj.1","ST8SIA5","ENSG00000101638","ENST00000315087"
"uc002lci.1","ST8SIA5","ENSG00000101638","ENST00000590497"
"uc010xcy.1","ST8SIA5","ENSG00000101638","ENST00000538168"
"uc010xcz.1","ST8SIA5","ENSG00000101638","ENST00000536490"
"uc001vfn.3","INTS6-AS1","ENSG00000236778","ENST00000598905"
"uc001vfo.1","RPS4XP16","ENSG00000224892","ENST00000427198"
"uc021rju.1","MIR4703","ENSG00000266611","ENST00000577728"
"uc002yki.3","CXADR","ENSG00000154639","ENST00000284878"
"uc002ykh.2","CXADR","ENSG00000154639","ENST00000400166"
"uc010gle.2","CXADR","ENSG00000154639","ENST00000356275"
"uc010gld.2","CXADR","ENSG00000154639","ENST00000400165"
"uc002ykj.2","CXADR","ENSG00000154639","ENST00000400169"
"uc021whp.1","CXADR","ENSG00000154639","ENST00000306618"
"uc031qlt.1","MRPS31P5","ENSG00000243406","ENST00000416599"
"uc010ady.2","MRPS31P5","ENSG00000243406","ENST00000606974"
"uc002ksk.1","RNMT","ENSG00000101654","ENST00000543302"
"uc002ksl.1","RNMT","ENSG00000101654","ENST00000383314"
"uc002ksm.1","RNMT","ENSG00000101654","ENST00000588457"
"uc010dlk.2","RNMT","ENSG00000101654","ENST00000592764"
"uc002ksl.1","RNMT","ENSG00000101654","ENST00000589866"
"uc002ksm.1","RNMT","ENSG00000101654","ENST00000262173"
"uc002ksm.1","RNMT","ENSG00000101654","ENST00000535051"
"uc002lck.3","PIAS2","ENSG00000078043","ENST00000585916"
"uc002lck.3","PIAS2","ENSG00000078043","ENST00000398654"
"uc010xda.2","PIAS2","ENSG00000078043","ENST00000545673"
"uc002lcl.3","PIAS2","ENSG00000078043","ENST00000324794"
"uc001vgn.3","TPTE2P2","ENSG00000272281","ENST00000606973"
"uc001vgm.2","TPTE2P2","ENSG00000272281","ENST00000403471"
"uc001vgn.3","TPTE2P2","ENSG00000272281","ENST00000606043"
"uc001zxi.1","GALK2","ENSG00000156958","ENST00000327171"
"uc001zxj.1","GALK2","ENSG00000156958","ENST00000560031"
"uc010ufc.1","GALK2","ENSG00000156958","ENST00000396509"
"uc010ufb.1","GALK2","ENSG00000156958","ENST00000544523"
"uc010ufc.1","GALK2","ENSG00000156958","ENST00000560138"
"uc010ufc.1","GALK2","ENSG00000156958","ENST00000559454"
"uc010ufc.1","GALK2","ENSG00000156958","ENST00000543495"
"uc002ykl.3","BTG3","ENSG00000154640","ENST00000339775"
"uc002ykk.3","BTG3","ENSG00000154640","ENST00000348354"
"uc010bby.3","C15orf62","ENSG00000188277","ENST00000344320"
"uc010zxc.2","EPPIN-WFDC6","ENSG00000249139","ENST00000504988"
"uc011acl.1","LINC00113","ENSG00000225298","ENST00000411460"
"uc011acl.1","LINC00113","ENSG00000225298","ENST00000425376"
"uc002ymj.3","LINC00314","ENSG00000178457","ENST00000324988"
"uc002xow.3","WFDC8","ENSG00000158901","ENST00000357199"
"uc002xox.3","WFDC8","ENSG00000158901","ENST00000289953"
"uc002alh.3","TPM1","ENSG00000140416","ENST00000288398"
"uc002alk.3","TPM1","ENSG00000140416","ENST00000358278"
"uc002alg.3","TPM1","ENSG00000140416","ENST00000403994"
"uc002alm.3","TPM1","ENSG00000140416","ENST00000357980"
"uc002alk.3","TPM1","ENSG00000140416","ENST00000558347"
"uc002ali.3","TPM1","ENSG00000140416","ENST00000559556"
"uc002all.3","TPM1","ENSG00000140416","ENST00000559397"
"uc002alj.3","TPM1","ENSG00000140416","ENST00000267996"
"uc002alp.3","TPM1","ENSG00000140416","ENST00000560970"
"uc010uie.2","TPM1","ENSG00000140416","ENST00000561266"
"uc002als.3","TPM1","ENSG00000140416","ENST00000334895"
"uc002alt.3","TPM1","ENSG00000140416","ENST00000404484"
"uc010uif.2","TPM1","ENSG00000140416","ENST00000560959"
"uc002alg.3","TPM1","ENSG00000140416","ENST00000559281"
"uc002alr.3","TPM1","ENSG00000140416","ENST00000317516"
"uc010uif.2","TPM1","ENSG00000140416","ENST00000560615"
"uc002xoy.3","WFDC9","ENSG00000180205","ENST00000326000"
"uc002yko.4","C21orf91","ENSG00000154642","ENST00000284881"
"uc002ykq.4","C21orf91","ENSG00000154642","ENST00000400559"
"uc002ykp.4","C21orf91","ENSG00000154642","ENST00000400558"
"uc002yko.4","C21orf91","ENSG00000154642","ENST00000405964"
"uc002ykq.4","C21orf91","ENSG00000154642","ENST00000405964"
"uc001znm.4","OIP5-AS1","ENSG00000247556","ENST00000558945"
"uc001znm.4","OIP5-AS1","ENSG00000247556","ENST00000500949"
"uc001znm.4","OIP5-AS1","ENSG00000247556","ENST00000560706"
"uc002kyq.4","ZNF271","ENSG00000257267","ENST00000399070"
"uc002bpo.4","CRTC3","ENSG00000140577","ENST00000420329"
"uc002bpp.4","CRTC3","ENSG00000140577","ENST00000420329"
"uc002bpn.4","CRTC3","ENSG00000140577","ENST00000560098"
"uc002bpp.4","CRTC3","ENSG00000140577","ENST00000268184"
"uc002bpo.4","CRTC3","ENSG00000140577","ENST00000558005"
"uc002bpp.4","CRTC3","ENSG00000140577","ENST00000558005"
"uc010dmv.2","MIR187","ENSG00000207797","ENST00000385062"
"uc001zmt.1","ZFYVE19","ENSG00000166140","ENST00000570108"
"uc001zmv.2","ZFYVE19","ENSG00000166140","ENST00000564258"
"uc001zmt.1","ZFYVE19","ENSG00000166140","ENST00000355341"
"uc031qrk.1","ZFYVE19","ENSG00000166140","ENST00000336455"
"uc001zmu.1","ZFYVE19","ENSG00000166140","ENST00000299173"
"uc001zmu.1","ZFYVE19","ENSG00000166140","ENST00000566407"
"uc001zmt.1","ZFYVE19","ENSG00000166140","ENST00000561617"
"uc002xxl.1","CSTF1","ENSG00000101138","ENST00000415828"
"uc002xxm.1","CSTF1","ENSG00000101138","ENST00000217109"
"uc002xxn.1","CSTF1","ENSG00000101138","ENST00000452950"
"uc002ykr.3","CHODL","ENSG00000154645","ENST00000400128"
"uc002yku.3","CHODL","ENSG00000154645","ENST00000400131"
"uc002ykt.3","CHODL","ENSG00000154645","ENST00000400135"
"uc002yks.3","CHODL","ENSG00000154645","ENST00000400127"
"uc002ykv.3","CHODL","ENSG00000154645","ENST00000299295"
"uc021whs.1","CHODL","ENSG00000154645","ENST00000543733"
"uc002yku.3","CHODL","ENSG00000154645","ENST00000338326"
"uc021uiz.1","MIR4318","ENSG00000266530","ENST00000580543"
"uc021uja.1","RNU6-706P","ENSG00000253038","ENST00000517229"
"uc002lal.1","LINC00669","ENSG00000267374","ENST00000591629"
"uc002lak.1","LINC00669","ENSG00000267374","ENST00000591469"
"uc002xoz.3","WFDC10A","ENSG00000180305","ENST00000372643"
"uc031rib.1","MIR5583-1","ENSG00000266148","ENST00000580941"
"uc001yus.3","CYFIP1","ENSG00000068793","ENST00000313077"
"uc001yut.3","CYFIP1","ENSG00000068793","ENST00000560848"
"uc001yuu.3","CYFIP1","ENSG00000068793","ENST00000435939"
"uc002xpa.3","WFDC11","ENSG00000180083","ENST00000356562"
"uc002xpa.3","WFDC11","ENSG00000180083","ENST00000324384"
"uc001vgw.3","TPTE2P3","ENSG00000198384","ENST00000441562"
"uc001vgw.3","TPTE2P3","ENSG00000198384","ENST00000427445"
"uc021sjm.1","MIR626","ENSG00000207766","ENST00000385032"
"uc002xpb.3","WFDC10B","ENSG00000182931","ENST00000330523"
"uc002xpc.3","WFDC10B","ENSG00000182931","ENST00000335769"
"uc002ykw.3","TMPRSS15","ENSG00000154646","ENST00000284885"
"uc021sjn.1","RNA5SP393","ENSG00000200293","ENST00000363423"
"uc021sjo.1","MIR4310","ENSG00000264850","ENST00000582950"
"uc002xpd.3","WFDC13","ENSG00000168634","ENST00000305479"
"uc021srd.1","MIR1827","ENSG00000221476","ENST00000408549"
"uc002xpe.1","SPINT4","ENSG00000149651","ENST00000279058"
"uc021ujb.2","LINC00907","ENSG00000267586","ENST00000593234"
"uc002lat.4","LINC00907","ENSG00000267586","ENST00000585627"
"uc031ric.1","LINC00907","ENSG00000267586","ENST00000586990"
"uc021ujc.2","LINC00907","ENSG00000267586","ENST00000593051"
"uc002lat.4","LINC00907","ENSG00000267586","ENST00000591381"
"uc002lat.4","LINC00907","ENSG00000267586","ENST00000585639"
"uc002lau.4","LINC00907","ENSG00000267586","ENST00000589068"
"uc002wgr.4","IDH3B","ENSG00000101365","ENST00000488299"
"uc002wgr.4","IDH3B","ENSG00000101365","ENST00000474315"
"uc002wgq.4","IDH3B","ENSG00000101365","ENST00000380851"
"uc002wgp.4","IDH3B","ENSG00000101365","ENST00000380843"
"uc001vgx.1","MRPS31P4","ENSG00000250299","ENST00000509685"
"uc010dnq.1","KATNAL2","ENSG00000167216","ENST00000592005"
"uc002lco.3","KATNAL2","ENSG00000167216","ENST00000245121"
"uc002lco.3","KATNAL2","ENSG00000167216","ENST00000356157"
"uc002lco.3","KATNAL2","ENSG00000167216","ENST00000588433"
"uc002xpf.1","WFDC3","ENSG00000124116","ENST00000337205"
"uc002xpf.1","WFDC3","ENSG00000124116","ENST00000243938"
"uc002xpf.1","WFDC3","ENSG00000124116","ENST00000372632"
"uc010ghh.1","WFDC3","ENSG00000124116","ENST00000471401"
"uc002xph.1","WFDC3","ENSG00000124116","ENST00000493693"
"uc002xpj.1","WFDC3","ENSG00000124116","ENST00000487343"
"uc010ghh.1","WFDC3","ENSG00000124116","ENST00000462017"
"uc002xpj.1","WFDC3","ENSG00000124116","ENST00000467679"
"uc002xpj.1","WFDC3","ENSG00000124116","ENST00000490877"
"uc021rjz.1","MIR759","ENSG00000211579","ENST00000390224"
"uc002xxp.2","CASS4","ENSG00000087589","ENST00000360314"
"uc010gio.2","CASS4","ENSG00000087589","ENST00000434344"
"uc002xxr.2","CASS4","ENSG00000087589","ENST00000371336"
"uc021rka.1","RN7SL618P","ENSG00000241613","ENST00000477850"
"uc031qlu.1","LINC00558","ENSG00000261517","ENST00000569422"
"uc001vhm.1","LINC00458","ENSG00000234787","ENST00000423442"
"uc001vhn.3","LINC00458","ENSG00000234787","ENST00000427299"
"uc001vhn.3","LINC00458","ENSG00000234787","ENST00000451744"
"uc021sjq.1","MIR627","ENSG00000207712","ENST00000384979"
"uc002yld.2","NCAM2","ENSG00000154654","ENST00000400546"
"uc011acb.2","NCAM2","ENSG00000154654","ENST00000284894"
"uc011acc.2","NCAM2","ENSG00000154654","ENST00000535285"
"uc031qlv.1","MIR5007","ENSG00000264387","ENST00000583098"
"uc002ymn.3","LINC00161","ENSG00000226935","ENST00000412526"
"uc002ymm.3","LINC00161","ENSG00000226935","ENST00000455939"
"uc021rkc.1","RN7SKP6","ENSG00000201665","ENST00000364795"
"uc001zmy.3","PPP1R14D","ENSG00000166143","ENST00000299174"
"uc001zmz.3","PPP1R14D","ENSG00000166143","ENST00000427255"
"uc010uni.2","MIR184","ENSG00000207695","ENST00000384962"
"uc001zxl.2","FAM227B","ENSG00000166262","ENST00000299338"
"uc001zxm.3","FAM227B","ENSG00000166262","ENST00000561064"
"uc001zxm.3","FAM227B","ENSG00000166262","ENST00000559905"
"uc002yni.3","LINC00189","ENSG00000215533","ENST00000447125"
"uc002yni.3","LINC00189","ENSG00000215533","ENST00000420364"
"uc002ynh.3","LINC00189","ENSG00000215533","ENST00000545936"
"uc031qlx.1","DIAPH3-AS1","ENSG00000227528","ENST00000435636"
"uc031qly.1","DIAPH3-AS1","ENSG00000227528","ENST00000422052"
"uc031qlz.1","DIAPH3-AS1","ENSG00000227528","ENST00000432995"
"uc031qma.1","DIAPH3-AS2","ENSG00000223815","ENST00000428656"
"uc010xaf.2","MC5R","ENSG00000176136","ENST00000324750"
"uc021wfx.2","MIR4758","ENSG00000265329","ENST00000577688"
"uc002ksp.1","MC2R","ENSG00000185231","ENST00000327606"
"uc022bge.1","RN7SKP24","ENSG00000251697","ENST00000515888"
"uc021rkf.1","RNY3P5","ENSG00000206854","ENST00000384127"
"uc002alw.3","LACTB","ENSG00000103642","ENST00000261893"
"uc002alv.3","LACTB","ENSG00000103642","ENST00000413507"
"uc021rkg.1","MIR3169","ENSG00000266663","ENST00000578032"
